,i,j,dist
986,30,26,78.5040016500962
987,30,27,40.83110258968735
988,30,28,56.64684537736642
989,30,29,3.9344268695895153
990,30,31,18.803244171216086
991,30,32,38.205456135755256
992,31,0,2165604.977802587
993,31,1,650580.2305587062
994,31,2,181098.72561260432
995,31,3,30291.60862344897
996,31,4,156105.94370491387
997,31,5,26184.51685666897
998,31,6,33783.671946921684
999,31,7,7886.536021749433
1000,31,8,22878.645076565892
1001,31,9,46312.72087468281
1002,31,10,16178.257873000304
1003,31,11,292.39161372759713
1004,31,12,8782.416059653173
1005,31,13,6183.826925290982
1006,31,14,3201.661646868867
1007,31,15,8279.712955020981
1008,31,16,3930.7165460508095
1009,31,17,7781.72050329615
1010,31,18,3574.126861453105
1011,31,19,1099.0447552556777
1012,31,20,2231.7757688468105
1013,31,21,437.63959567538024
1014,31,22,844.9999334045157
1015,31,23,543.4323132245156
1016,31,24,4.951628958430854
1017,31,25,590.8751405541461
1018,31,26,168.6712252192055
1019,31,27,111.64682515402649
1020,31,28,121.53044443609633
1021,31,29,33.371004966228476
1022,31,30,18.803244171216086
1023,31,32,46.302776668136005
1024,32,0,2185613.0163501757
1025,32,1,652231.0082874285
1026,32,2,182511.24253709748
1027,32,3,31853.099379009698
1028,32,4,157165.06514191136
1029,32,5,26863.564912399215
1030,32,6,34597.959691178454
1031,32,7,8644.3260504624
1032,32,8,23176.881598402368
1033,32,9,47656.30447757158
1034,32,10,16735.544360189167
1035,32,11,451.6422803438081
1036,32,12,9763.720566293285
1037,32,13,6810.354298516839
1038,32,14,3275.26814233509
1039,32,15,8937.350779017424
1040,32,16,4378.436501976623
1041,32,17,8092.67405111334
1042,32,18,3759.903414354586
1043,32,19,1458.546733775378
1044,32,20,2154.8413296259037
1045,32,21,685.2654113218122
1046,32,22,904.3633158018738
1047,32,23,634.0253733424208
1048,32,24,74.78833443575698
1049,32,25,786.591786738966
1050,32,26,127.97905048413324
1051,32,27,80.24549372341134
1052,32,28,158.1727732102029
1053,32,29,57.79330561462469
1054,32,30,38.205456135755256
1055,32,31,46.302776668136005
